Index,X,Y,Width,Height,Rank
7240,907,937,91,199,0.572289334
7241,350,166,128,136,0.788079543
7242,1244,365,50,189,0.205345717
7243,675,326,62,154,0.504896903
7244,630,542,181,142,0.113163483
7245,500,836,184,119,0.86594486
7246,1308,789,158,100,0.089178607
7247,1417,172,33,34,0.771777139
7248,836,760,34,170,0.851513235
7249,1229,525,88,82,0.881149898
7250,471,956,112,61,0.796971191
7251,1098,63,79,135,0.323123533
7252,67,639,56,41,0.209581501
7253,1589,322,39,131,0.740869096
7254,399,64,157,150,0.555101815
7255,1467,936,117,55,0.063620636
7256,668,142,20,10,0.080535987
7257,1105,634,154,155,0.048996659
7258,1641,154,163,19,0.183991238
7259,1031,202,60,61,0.01672683
7260,497,521,34,51,0.066981952
7261,1723,728,58,182,0.67145786
7262,1265,654,151,41,0.229049874
7263,908,314,82,156,0.028896918
7264,548,464,122,186,0.192334368
7265,77,402,184,19,0.275590523
7266,308,139,124,179,0.909270952
7267,1063,677,177,73,0.408273285
7268,474,354,72,26,0.657329414
7269,1336,763,160,151,0.65611036
7270,633,726,181,137,0.675528535
7271,199,737,138,77,0.149247995
7272,1599,532,26,67,0.093739785
7273,822,710,162,93,0.645066896
7274,551,882,20,40,0.756961185
7275,1393,966,77,89,0.691824223
7276,1219,761,47,44,0.14397067
7277,498,551,177,136,0.354892483
7278,439,889,187,117,0.53844319
7279,453,205,26,19,0.841142288
7280,447,875,170,182,0.449993308
7281,420,937,20,30,0.275892357
7282,262,366,59,170,0.969877625
7283,139,95,59,127,0.674797616
7284,664,331,120,90,0.624704449
7285,820,923,43,147,0.153088846
7286,230,818,131,37,0.657388338
7287,767,656,19,98,0.826353895
7288,1226,91,65,74,0.268598988
7289,1217,793,169,99,0.937522398
7290,429,241,63,80,0.841943068
7291,116,779,20,80,0.484455132
7292,1677,992,57,104,0.449394048
7293,1723,904,194,62,0.080201854
7294,353,850,26,50,0.782675014
7295,1488,784,39,25,0.236737072
7296,275,651,177,37,0.814180694
7297,332,309,37,149,0.692297714
7298,704,907,171,159,0.691000359
7299,301,56,135,66,0.87960851
7300,990,289,95,77,0.604812961
7301,697,762,89,25,0.114506395
7302,1210,394,67,21,0.047003381
7303,1720,740,77,156,0.740542534
7304,50,423,43,67,0.253872566
7305,956,498,117,37,0.808839829
7306,460,941,148,98,0.680311172
7307,1005,129,200,14,0.116023654
7308,950,680,185,156,0.662034017
7309,1711,606,32,68,0.871699366
7310,1225,389,95,182,0.505420761
7311,1266,387,85,179,0.104378519
7312,600,465,69,16,0.285812158
7313,741,347,74,163,0.135186443
7314,359,778,60,143,0.481617646
7315,1011,132,82,92,0.238672029
7316,1206,882,38,46,0.547526558
7317,1795,489,196,100,0.467534333
7318,578,949,150,120,0.715952068
7319,984,198,12,160,0.828639376
7320,228,940,191,12,0.633424739
7321,1659,908,139,49,0.94017729
7322,1110,488,134,38,0.698763621
7323,878,188,152,176,0.954640687
7324,408,711,200,160,0.715266212
7325,108,881,35,187,0.962212376
7326,347,519,64,120,0.392116951
7327,1127,250,33,11,0.036223903
7328,1480,258,62,156,0.733782258
7329,1495,649,74,151,0.764426235
7330,1409,188,87,105,0.03833988
7331,1566,244,195,125,0.076645969
7332,235,444,149,53,0.413926022
7333,1466,140,49,157,0.413075129
7334,693,457,165,54,0.307570327
7335,1022,55,158,12,0.959956524
7336,673,214,197,127,0.897098353
7337,1478,224,148,155,0.768410984
7338,884,416,116,156,0.68211601
7339,309,389,23,174,0.151334891
7340,369,476,106,153,0.543492965
7341,1708,844,121,107,0.469914791
7342,1668,918,72,33,0.412136994
7343,1455,976,131,168,0.573502881
7344,1588,68,144,64,0.548294312
7345,297,387,57,25,0.777107356
7346,1626,370,56,147,0.978776344
7347,1622,983,60,73,0.666697526
7348,1246,805,186,79,0.663031738
7349,320,772,61,75,0.300240698
7350,1512,405,193,24,0.350823043
7351,178,351,78,94,0.884593086
7352,562,664,49,77,0.360637109
7353,1428,574,81,100,0.514667349
7354,170,371,176,38,0.321341026
7355,512,379,75,174,0.948934683
7356,938,400,83,168,0.709353051
7357,1004,325,33,53,0.055087143
7358,1387,239,59,79,0.935375781
7359,283,230,151,86,0.289295075
7360,1241,761,42,66,0.575930179
7361,591,594,41,71,0.570892831
7362,1000,463,147,42,0.27451488
7363,1503,347,69,132,0.561097562
7364,135,405,119,177,0.116955938
7365,433,452,73,133,0.157557661
7366,382,182,60,96,0.797897798
7367,664,429,148,44,0.007998543
7368,404,488,167,106,0.253420017
7369,203,812,128,28,0.705311853
7370,152,215,142,22,0.141842394
7371,245,695,120,70,0.045929464
7372,1656,448,134,47,0.874978248
7373,1040,258,33,189,0.516625679
7374,406,846,160,74,0.055941393
7375,1165,321,197,168,0.157179648
7376,1748,135,73,88,0.759983799
7377,1361,346,159,186,0.793489647
7378,775,360,126,38,0.385304291
7379,1315,522,85,193,0.186532181
7380,573,698,119,58,0.978764651
7381,1743,155,33,64,0.690709932
7382,561,827,107,152,0.494334389
7383,124,224,26,49,0.513536916
7384,1245,52,11,174,0.11340684
7385,720,991,99,138,0.891119526
7386,1424,438,86,188,0.630688182
7387,765,641,30,76,0.163839239
7388,1085,485,90,197,0.331802867
7389,1069,673,56,171,0.7402722
7390,1394,260,156,130,0.303025815
7391,796,609,116,68,0.119251523
7392,1199,377,173,104,0.044687467
7393,1544,851,139,66,0.825647958
7394,1378,983,189,178,0.780144671
7395,553,103,102,99,0.276815648
7396,556,279,29,94,0.381215751
7397,429,839,83,183,0.076642931
7398,112,361,147,84,0.573581822
7399,1638,266,137,11,0.600089518
7400,1686,450,121,72,0.197268417
7401,795,356,132,91,0.147452428
7402,393,405,36,38,0.630067963
7403,1138,407,52,20,0.292695429
7404,788,198,61,23,0.287084848
7405,1620,988,83,179,0.176353421
7406,603,753,46,182,0.826496961
7407,654,122,26,49,0.153689313
7408,419,477,200,123,0.916515467
7409,141,226,39,31,0.570311968
7410,551,649,163,35,0.550857699
7411,1132,690,109,32,0.708986892
7412,1684,240,35,180,0.284339232
7413,86,305,181,164,0.529367288
7414,1729,605,152,80,0.327545804
7415,184,545,125,152,0.76627583
7416,632,250,166,121,0.038891107
7417,1442,310,18,86,0.752059992
7418,550,217,106,112,0.133375922
7419,549,669,124,73,0.957302619
7420,1095,895,116,69,0.485415541
7421,1484,178,79,159,0.09923206
7422,1692,626,137,169,0.403259967
7423,712,181,29,135,0.879587923
7424,1581,640,188,44,0.39766639
7425,1070,963,79,179,0.611234981
7426,451,382,77,60,0.709641235
7427,810,800,193,199,0.406301606
7428,1387,240,113,187,0.56771466
7429,295,257,159,162,0.469391284
7430,602,186,118,100,0.855178032
7431,1713,744,10,170,0.692653252
7432,1290,509,19,85,0.916984187
7433,148,917,104,116,0.504228505
7434,996,302,110,172,0.81312054
7435,1287,418,56,148,0.959456961
7436,377,469,86,115,0.297549519
7437,903,791,61,120,0.574748699
7438,322,578,14,200,0.961611293
7439,767,279,196,177,0.782224482
7440,412,668,156,52,0.492669845
7441,1544,203,146,39,0.405589618
7442,1779,454,161,186,0.263616475
7443,1004,147,63,167,0.687439424
7444,159,530,67,180,0.259035518
7445,1566,945,54,60,0.224844598
7446,1361,528,76,10,0.255304206
7447,1565,82,107,153,0.511237692
7448,217,856,17,57,0.095422226
7449,175,669,112,76,0.272706826
7450,1216,623,83,94,0.017046407
7451,1400,529,79,97,0.429180934
7452,279,770,104,177,0.341964985
7453,1375,136,118,61,0.928919796
7454,1675,196,78,32,0.591966203
7455,479,365,194,155,0.656044806
7456,234,568,106,42,0.12662123
7457,1431,904,163,136,0.91378298
7458,1395,357,87,11,0.842820568
7459,1700,499,27,199,0.908112983
7460,376,204,52,152,0.787158041
7461,1648,141,107,172,0.284263688
7462,394,597,107,92,0.263678307
7463,1506,952,34,54,0.063014656
7464,1633,896,16,150,0.036169641
7465,609,751,146,179,0.872183669
7466,1355,466,20,85,0.390927104
7467,1269,64,172,153,0.215462417
7468,176,848,106,128,0.481409567
7469,477,120,69,164,0.71745562
7470,1007,585,47,76,0.004651666
7471,497,350,187,152,0.016929877
7472,51,367,94,68,0.335196212
7473,1649,729,194,97,0.596078394
7474,825,361,159,50,0.516736743
7475,1265,528,169,87,0.836106626
7476,1505,877,188,99,0.542250491
7477,1006,749,90,139,0.195608452
7478,950,381,96,65,0.852341361
7479,341,286,196,78,0.236353976
7480,1119,501,174,114,0.443571342
7481,1201,378,180,75,0.720370964
7482,1135,480,39,178,0.209907258
7483,1147,358,100,116,0.515058477
7484,460,593,13,10,0.884704334
7485,1598,554,184,99,0.057631685
7486,342,803,142,118,0.25402016
7487,511,136,34,99,0.364868122
7488,1408,165,183,28,0.754163275
7489,1311,992,177,76,0.454601744
7490,901,579,180,72,0.653852845
7491,1217,848,18,156,0.16451282
7492,1234,99,178,140,0.321978976
7493,1239,861,139,198,0.518545024
7494,264,364,71,31,0.664567921
7495,558,115,116,189,0.480345175
7496,1030,738,166,160,0.966748768
7497,315,121,88,15,0.665025398
7498,98,568,59,84,0.661836774
7499,669,949,187,110,0.453648984
7500,545,325,103,196,0.680640434
7501,276,891,114,173,0.493984461
7502,1712,638,183,158,0.457801734
7503,996,335,29,124,0.945196877
7504,1228,141,132,81,0.413586474
7505,344,350,45,95,0.75610474
7506,220,919,35,115,0.388370947
7507,1198,204,130,90,0.592133172
7508,671,146,189,115,0.451811789
7509,381,596,48,55,0.17412589
7510,83,591,52,175,0.37251051
7511,1793,980,177,25,0.866141795
7512,1397,135,184,105,0.034397574
7513,335,803,66,30,0.910547944
7514,799,65,82,157,0.511851793
7515,796,297,198,43,0.273432856
7516,748,641,194,166,0.968685584
7517,544,452,126,119,0.009907684
7518,423,950,118,70,0.73101382
7519,1635,969,180,184,0.356545254
7520,1178,980,107,142,0.816983147
7521,1014,560,173,167,0.512712853
7522,1591,576,67,89,0.509292387
7523,1261,790,59,89,0.978761207
7524,254,301,182,68,0.561987203
7525,1193,243,193,159,0.373835056
7526,1433,441,120,172,0.113825685
7527,1151,124,190,184,0.069235124
7528,238,60,37,143,0.282311887
7529,1347,77,129,125,0.850273936
7530,1037,854,29,108,0.824241487
7531,120,285,129,63,0.195406044
7532,219,336,161,85,0.044750532
7533,1192,365,17,31,0.347886576
7534,966,148,120,73,0.381488361
7535,583,278,69,195,0.200605969
7536,1182,885,115,138,0.680652691
7537,458,925,11,169,0.742226379
7538,922,334,61,28,0.414275889
7539,186,979,24,35,0.349487953
7540,1535,829,56,169,0.323875035
7541,1702,521,182,62,0.776976901
7542,226,74,61,200,0.829518327
7543,1464,728,139,177,0.992701715
7544,620,590,137,57,0.939041609
7545,1375,108,96,154,0.726124707
7546,1223,452,14,197,0.646595154
7547,371,540,47,50,0.529626395
7548,665,777,24,96,0.193926887
7549,1406,647,118,164,0.773997171
7550,173,948,133,41,0.714372363
7551,846,885,106,57,0.605528489
7552,679,421,88,194,0.360061176
7553,496,770,121,89,0.718319427
7554,1726,580,43,39,0.401553934
7555,1418,604,71,41,0.452354858
7556,1626,551,153,89,0.298378762
7557,1626,943,49,192,0.286151396
7558,1023,776,30,179,0.175479314
7559,1180,619,170,181,0.060954804
7560,483,591,20,153,0.88188961
7561,1253,642,48,57,0.308496565
7562,704,690,26,145,0.990024551
7563,960,502,140,99,0.981640332
7564,996,684,39,194,0.667738201
7565,643,65,173,30,0.092758335
7566,1376,123,94,18,0.98688963
7567,867,352,71,52,0.033508258
7568,903,586,128,111,0.064909737
7569,1729,979,160,39,0.929148373
7570,1313,589,72,188,0.437604109
7571,75,277,13,73,0.235619229
7572,254,355,175,104,0.363074165
7573,1570,127,37,43,0.912578698
7574,626,969,34,199,0.832340975
7575,375,678,196,151,0.439524495
7576,424,289,23,123,0.013745033
7577,1496,614,121,110,0.745926437
7578,316,193,184,13,0.867402724
7579,956,380,152,133,0.761675461
7580,170,96,91,182,0.592472789
7581,111,984,145,43,0.633672461
7582,837,103,152,187,0.968217261
7583,243,280,57,111,0.311355639
7584,1615,687,30,42,0.42367202
7585,993,238,130,163,0.423398892
7586,172,639,100,115,0.85998565
7587,772,530,157,137,0.264792079
7588,312,244,29,151,0.126517687
7589,912,773,194,99,0.683591921
7590,1661,797,125,48,0.777782638
7591,824,708,165,128,0.526576519
7592,1167,656,189,101,0.881815532
7593,309,910,46,71,0.284390883
7594,1629,950,137,90,0.277129141
7595,878,427,64,104,0.249712581
7596,1784,812,123,85,0.365206897
7597,1782,411,94,90,0.121492865
7598,859,917,32,19,0.823550706
7599,825,210,28,71,0.688223628
7600,1791,737,19,91,0.199396909
7601,1198,367,23,147,0.39485742
7602,1436,328,68,54,0.429144298
7603,65,169,111,42,0.641517088
7604,1336,532,75,196,0.359465146
7605,1320,235,62,191,0.455581209
7606,800,228,198,38,0.619144762
7607,1474,567,14,164,0.000323878
7608,1796,646,164,189,0.35277736
7609,1618,520,125,16,0.999299651
7610,1145,111,59,187,0.784643638
7611,629,845,195,124,0.331805161
7612,1784,359,181,174,0.311574141
7613,1557,122,193,45,0.451946328
7614,731,992,67,77,0.101962331
7615,269,723,131,65,0.126387652
7616,961,152,75,105,0.660705467
7617,465,316,140,33,0.834937369
7618,699,136,153,121,0.676292404
7619,594,122,73,76,0.261294795
7620,1603,751,61,102,0.16791171
7621,1171,556,90,197,0.179759056
7622,155,204,132,183,0.036653227
7623,282,922,86,193,0.605093856
7624,1238,931,40,145,0.726403446
7625,415,858,109,140,0.887648749
7626,158,424,171,146,0.833076177
7627,1170,229,84,116,0.796590374
7628,798,144,76,179,0.610612094
7629,564,452,22,71,0.524807285
7630,1666,554,20,151,0.232293741
7631,904,888,90,188,0.04058366
7632,441,796,44,65,0.491320415
7633,168,927,43,174,0.614966809
7634,1463,721,181,32,0.29467029
7635,616,254,82,28,0.989363292
7636,918,472,174,23,0.464488228
7637,372,676,72,50,0.677340717
7638,1489,438,69,165,0.31162628
7639,287,594,142,32,0.382170752
7640,448,782,153,52,0.038127445
7641,1528,782,86,37,0.031554291
7642,324,251,59,116,0.09655177
7643,342,390,110,32,0.693635841
7644,1087,959,186,200,0.403587967
7645,785,348,152,197,0.623932156
7646,1406,810,46,147,0.050030003
7647,913,436,185,16,0.714167024
7648,1242,706,80,190,0.441847938
7649,1335,403,116,74,0.24279386
7650,1148,375,77,140,0.979240371
7651,1405,619,113,147,0.465029887
7652,884,960,136,75,0.151153442
7653,660,281,177,133,0.753188475
7654,89,663,173,63,0.709477674
7655,843,994,139,108,0.070332862
7656,1082,312,192,112,0.678100912
7657,594,79,95,148,0.39118592
7658,1127,555,82,128,0.120781664
7659,685,619,55,135,0.374119393
7660,877,462,69,112,0.998315485
7661,1405,352,134,200,0.243481152
7662,173,94,172,96,0.243398294
7663,471,562,169,131,0.085755924
7664,351,955,111,176,0.291246137
7665,1282,168,165,66,0.22991103
7666,803,834,179,132,0.280176657
7667,203,814,102,149,0.35722825
7668,544,333,194,25,0.419526948
7669,951,327,23,171,0.673884599
7670,416,985,122,63,0.312744419
7671,233,594,40,43,0.566045525
7672,201,674,132,43,0.311227776
7673,839,327,14,60,0.949480658
7674,368,193,168,156,0.390024726
7675,1353,241,197,148,0.688634315
7676,867,150,65,99,0.432229113
7677,226,622,93,124,0.059779367
7678,867,620,80,117,0.969136544
7679,89,403,160,30,0.367815764
7680,1427,52,185,37,0.271779101
7681,632,404,127,117,0.857537833
7682,1292,200,30,37,0.346316959
7683,65,609,122,146,0.081902999
7684,128,704,66,37,0.360281935
7685,534,570,79,30,0.25258021
7686,484,663,171,137,0.916600255
7687,1402,625,80,57,0.806156896
7688,178,173,70,86,0.499569887
7689,415,982,128,197,0.571331811
7690,1344,728,185,182,0.159038078
7691,1604,889,181,116,0.090270191
7692,227,712,30,153,0.686594522
7693,558,403,115,44,0.552142907
7694,1640,681,132,75,0.768824047
7695,398,773,70,45,0.637301044
7696,1561,990,106,148,0.384983048
7697,674,111,178,101,0.994345607
7698,1607,290,172,86,0.258211909
7699,1593,244,172,151,0.639214022
7700,1098,894,10,190,0.832594808
7701,817,455,36,48,0.357143925
7702,134,580,72,79,0.207446152
7703,997,55,140,103,0.911712826
7704,469,513,30,63,0.836070807
7705,1597,667,157,136,0.5730751
7706,580,496,92,118,0.719008357
7707,1783,371,31,25,0.647692873
7708,1636,239,71,194,0.568279232
7709,1257,895,67,119,0.238902067
7710,1348,204,102,138,0.585480922
7711,930,147,42,186,0.728517118
7712,350,718,110,63,0.090246765
7713,335,516,66,34,0.932964299
7714,1239,969,73,195,0.607813026
7715,306,218,66,108,0.136513537
7716,1090,522,39,37,0.710791625
7717,980,516,138,102,0.503585656
7718,1399,801,15,111,0.636604837
7719,589,744,125,98,0.105890681
7720,1715,406,10,76,0.293847243
7721,202,913,145,111,0.740963214
7722,1472,586,56,116,0.263616111
7723,1621,120,47,15,0.975898031
7724,105,673,147,125,0.025546697
7725,180,509,156,192,0.680416235
7726,847,659,132,27,0.132516953
7727,1250,188,177,18,0.659367883
7728,1608,386,195,84,0.426127211
7729,1467,404,73,31,0.172050196
7730,804,220,113,192,0.797607234
7731,84,615,64,44,0.495309018
7732,425,582,198,153,0.608982955
7733,158,501,135,71,0.883429417
7734,1697,867,101,99,0.43038894
7735,1207,295,45,154,0.078390999
7736,906,799,181,189,0.556978979
7737,560,337,102,24,0.10595537
7738,1280,269,200,140,0.566768342
7739,1203,843,115,173,0.494904718
7740,1147,148,30,124,0.150045791
7741,1507,407,96,159,0.454854742
7742,475,171,168,36,0.858468185
7743,649,884,26,34,0.055030681
7744,1159,774,105,44,0.86955173
7745,685,763,134,22,0.204664065
7746,189,751,29,56,0.487541409
7747,328,766,70,84,0.619113245
7748,1087,185,172,151,0.574971499
7749,1230,601,108,195,0.960612326
7750,511,487,166,144,0.601124708
7751,692,424,136,161,0.040647842
7752,1527,217,109,132,0.933825137
7753,1022,852,161,114,0.2052512
7754,1544,491,52,107,0.02790338
7755,1462,323,18,167,0.630140701
7756,1576,230,130,191,0.382776986
7757,793,677,73,60,0.346886084
7758,1487,805,198,64,0.799387889
7759,1776,983,155,184,0.381805745
7760,642,986,58,82,0.07017369
7761,1385,448,101,69,0.642026918
7762,209,273,152,64,0.460373467
7763,1054,731,120,47,0.238246971
7764,1065,971,68,134,0.54927
7765,374,803,76,64,0.888456972
7766,1418,375,197,30,0.134669465
7767,809,969,146,183,0.072293343
7768,1507,817,113,199,0.105733841
7769,190,882,106,90,0.135690467
7770,1299,678,136,83,0.270310211
7771,1194,370,152,22,0.436571524
7772,113,431,180,32,0.429608663
7773,1030,979,191,198,0.104888714
7774,1502,527,93,113,0.998951076
7775,1162,485,27,43,0.422257299
7776,637,160,80,60,0.278917393
7777,1547,886,131,176,0.969942782
7778,1081,973,37,33,0.788283902
7779,538,663,118,123,0.9302906
7780,482,432,191,143,0.3202485
7781,1207,385,16,13,0.352125889
7782,691,486,181,146,0.403337538
7783,588,51,173,80,0.57417373
7784,1474,169,190,130,0.968374848
7785,1290,971,38,42,0.33716237
7786,1480,668,165,117,0.370059449
7787,1728,257,38,92,0.622240177
7788,510,942,49,194,0.41955584
7789,479,602,80,140,0.793302843
7790,1740,452,55,128,0.589483792
7791,629,116,178,188,0.991917311
7792,664,908,55,164,0.539237007
7793,861,437,93,44,0.59387746
7794,508,664,62,77,0.764113289
7795,735,993,166,113,0.449101618
7796,1634,850,70,78,0.443859392
7797,1532,897,96,46,0.816482095
7798,217,860,51,144,0.408073713
7799,1498,113,61,60,0.496228902
7800,331,156,199,100,0.014202897
7801,362,423,200,56,0.963587519
7802,570,860,129,87,0.457230343
7803,65,598,151,109,0.866360759
7804,1798,280,77,134,0.82547484
7805,469,400,143,72,0.158562249
7806,1589,111,118,132,0.530211281
7807,674,351,27,179,0.178339631
7808,671,477,70,185,0.175322589
7809,1521,350,148,75,0.862617767
7810,1373,612,152,57,0.103297915
7811,63,700,35,163,0.643259976
7812,1119,96,106,135,0.770270239
7813,1555,649,140,31,0.171184474
7814,1338,656,108,100,0.303661486
7815,1019,684,135,83,0.656301871
7816,157,701,55,166,0.931053412
7817,1286,426,166,132,0.134242347
7818,91,977,12,21,0.430109772
7819,1292,570,198,44,0.464541205
7820,1691,162,17,79,0.086586056
7821,755,739,196,58,0.553658813
7822,1193,940,21,119,0.890473654
7823,464,499,49,67,0.151487599
7824,218,931,48,18,0.26658828
7825,743,848,48,68,0.93578671
7826,262,858,57,164,0.895743073
7827,308,940,175,186,0.765674507
7828,1258,868,34,83,0.027030088
7829,967,432,123,82,0.883805569
7830,584,655,92,142,0.058379914
7831,301,822,87,135,0.425100659
7832,1024,981,111,161,0.489443362
7833,780,739,79,160,0.992306043
7834,961,445,60,197,0.116909057
7835,1149,267,144,35,0.713221146
7836,1299,973,195,42,0.280884504
7837,1405,520,200,65,0.973353542
7838,1052,83,158,121,0.90505642
7839,57,119,93,167,0.281245944
7840,254,640,114,178,0.854586326
7841,409,553,122,37,0.194625647
7842,166,278,184,122,0.300807957
7843,1748,600,67,31,0.005013394
7844,775,660,143,112,0.618930389
7845,408,775,18,86,0.549949292
7846,1658,641,95,163,0.03674915
7847,1495,609,92,53,0.585471283
7848,668,475,160,33,0.895286735
7849,624,270,150,24,0.767809794
7850,1480,999,30,148,0.261456985
7851,1668,924,27,11,0.720963679
7852,1060,489,127,73,0.883450251
7853,673,63,158,139,0.925970087
7854,570,141,133,15,0.094138888
7855,1511,189,34,73,0.762976302
7856,1063,307,122,69,0.678192056
7857,1069,51,152,134,0.253516196
7858,709,465,114,53,0.702165953
7859,783,321,127,165,0.634455875
7860,831,581,37,85,0.260931293
7861,1669,724,16,165,0.41310801
7862,1504,600,42,90,0.89768596
7863,161,488,36,85,0.010355435
7864,189,655,148,130,0.83157181
7865,1200,578,172,24,0.522458297
7866,1715,961,15,160,0.475881867
7867,323,161,187,76,0.576647355
7868,1362,723,49,188,0.508589331
7869,236,874,174,105,0.816911394
7870,1763,486,18,14,0.942338999
7871,747,835,164,175,0.279463812
7872,259,145,21,75,0.852973054
7873,557,682,54,57,0.840034288
7874,778,586,134,122,0.882092021
7875,865,921,67,41,0.871594434
7876,1696,738,87,43,0.907735586
7877,508,629,166,110,0.564813864
7878,1649,379,86,92,0.851996814
7879,1312,299,26,147,0.933649494
7880,1733,671,44,146,0.087075923
7881,1045,410,107,128,0.491772725
7882,511,55,197,173,0.999668192
7883,1007,791,166,75,0.932567467
7884,213,958,60,169,0.775635645
7885,932,270,120,103,0.968232621
7886,1417,601,160,78,0.569610721
7887,820,422,62,161,0.088516301
7888,1186,271,156,167,0.430454486
7889,1049,551,71,46,0.461635366
7890,1693,753,111,93,0.48768281
7891,958,56,10,193,0.396030346
7892,570,742,18,42,0.389902913
7893,1465,920,178,122,0.326041989
7894,1116,863,22,150,0.421372297
7895,103,577,115,170,0.502774236
7896,1656,133,183,197,0.121061293
7897,1428,262,16,121,0.813507945
7898,970,754,59,182,0.183940627
7899,1054,543,30,193,0.517883117
7900,767,208,99,63,0.693996904
7901,912,465,39,199,0.609680896
7902,1335,899,145,44,0.359454363
7903,1563,755,85,165,0.900600365
7904,484,531,157,169,0.658710205
7905,204,748,153,188,0.639399097
7906,578,64,103,153,0.340247646
7907,311,546,190,198,0.816290653
7908,567,153,200,103,0.76445321
7909,1170,328,175,186,0.937654758
7910,1260,493,109,65,0.919788044
7911,286,127,170,36,0.073755998
7912,214,194,36,114,0.58287584
7913,158,534,198,92,0.998816116
7914,335,405,27,48,0.238068336
7915,1610,140,100,12,0.264401233
7916,359,57,12,33,0.625122695
7917,491,949,126,90,0.64484409
7918,422,562,138,13,0.259539912
7919,639,861,54,164,0.912449132
7920,851,998,70,156,0.374023093
7921,294,571,79,120,0.161089612
7922,1476,535,40,145,0.602574181
7923,1062,265,133,141,0.08796687
7924,426,788,181,179,0.18612715
7925,107,466,87,134,0.648837383
7926,1339,914,126,141,0.352882699
7927,831,312,136,51,0.033284093
7928,1798,940,193,80,0.560122069
7929,287,412,94,91,0.704026567
7930,928,736,17,22,0.9680599
7931,333,753,175,155,0.682372791
7932,1560,167,133,46,0.193980679
7933,828,112,170,13,0.296541226
7934,671,283,58,53,0.721241728
7935,61,672,200,83,0.02248524
7936,477,778,86,135,0.904005812
7937,1000,891,172,143,0.247609293
7938,355,570,108,144,0.941533399
7939,982,755,183,184,0.46570258
7940,1692,928,156,59,0.008384139
7941,1742,458,33,187,0.554717274
7942,1640,503,137,123,0.363360857
7943,468,960,168,178,0.279049998
7944,511,296,189,164,0.157636508
7945,940,551,200,106,0.318660498
7946,85,633,160,188,0.396919033
7947,375,714,48,72,0.25374631
7948,428,694,104,191,0.126530252
7949,248,469,136,174,0.358163812
7950,1257,983,61,193,0.414107683
7951,389,983,128,66,0.708368002
7952,407,128,22,10,0.602379076
7953,1702,361,23,104,0.425185514
7954,385,563,194,79,0.044129658
7955,340,65,19,27,0.261330376
7956,1758,205,40,81,0.424435541
7957,971,76,145,182,0.330888276
7958,1099,301,98,83,0.012841336
7959,1324,700,19,159,0.506767115
7960,1235,420,87,126,0.045654753
7961,1375,99,117,51,0.066034351
7962,299,403,26,27,0.71017692
7963,406,63,164,104,0.952838366
7964,304,789,170,124,0.217320784
7965,595,940,77,66,0.528901707
7966,920,280,16,69,0.971434535
7967,250,936,34,87,0.084891588
7968,1782,939,109,186,0.123849181
7969,453,635,141,45,0.617810795
7970,136,520,156,150,0.079335557
7971,134,976,13,89,0.306350614
7972,1725,865,31,141,0.288405009
7973,1048,586,187,170,0.801417325
7974,260,838,169,179,0.78029164
7975,1670,333,85,129,0.707468306
7976,1725,267,127,189,0.215064456
7977,56,213,158,142,0.103833015
7978,793,126,197,33,0.702046819
7979,281,278,37,70,0.298247133
7980,1744,124,107,146,0.207771108
7981,1699,868,77,160,0.801223054
7982,1691,79,71,41,0.535161576
7983,1225,699,157,162,0.839976177
7984,1432,441,62,103,0.147742863
7985,1396,832,12,158,0.926076994
7986,808,699,70,105,0.152169417
7987,394,982,182,169,0.356089435
7988,656,987,169,14,0.228198071
7989,1175,680,12,102,0.228235375
7990,1658,546,134,132,0.953452171
7991,760,270,119,17,0.112787843
7992,1151,413,94,88,0.615943429
7993,939,846,191,154,0.374107107
7994,1671,775,10,14,0.703050577
7995,1616,815,13,20,0.873379146
7996,1419,764,32,104,0.514691035
7997,673,679,53,80,0.96357651
7998,1531,97,170,73,0.575401511
7999,55,588,145,29,0.161716334
8000,1115,392,31,115,0.776486438
8001,1612,332,183,47,0.931627941
8002,175,520,47,50,0.436468761
8003,139,427,178,34,0.427713799
8004,535,63,125,123,0.32227975
8005,1172,316,189,128,0.944813537
8006,353,804,21,164,0.216748667
8007,411,330,67,44,0.157995357
8008,1582,975,18,191,0.114046518
8009,1025,573,185,166,0.603548904
8010,592,429,145,115,0.674704608
8011,787,647,128,49,0.203455772
8012,1686,249,175,12,0.273999075
8013,534,212,93,154,0.978451071
8014,231,689,155,16,0.985632641
8015,1726,697,102,70,0.074728196
8016,807,294,15,156,0.432942809
8017,1281,112,180,163,0.089363432
8018,1425,862,170,31,0.762572661
8019,228,987,116,18,0.112835145
8020,1172,396,137,179,0.012952686
8021,281,768,69,117,0.215370176
8022,1740,925,64,92,0.606373557
8023,1146,767,134,118,0.97196947
8024,1792,97,19,65,0.438999988
8025,960,158,183,145,0.315940187
8026,933,213,101,191,0.743027169
8027,1556,550,41,40,0.259462838
8028,1361,480,129,70,0.453046341
8029,384,502,125,166,0.815042979
8030,1372,779,109,55,0.557114072
8031,157,764,66,28,0.557712422
8032,117,230,55,93,0.377303561
8033,1225,138,144,171,0.433178662
8034,1604,801,154,43,0.607614636
8035,1577,434,193,42,0.563217611
8036,1041,910,117,155,0.779703709
8037,272,156,87,104,0.247479187
8038,356,573,85,142,0.18897749
8039,1396,345,94,55,0.329422526
8040,1745,736,93,113,0.132558206
